date,store_id,revenue,day_of_week,month,is_holiday,is_promo,store_city,store_state,store_region,population_density,median_income
2024-10-21,S002,4775.48,0,10,0,0,Los Angeles,CA,West,High,High
2024-10-22,S002,5191.53,1,10,0,0,Los Angeles,CA,West,High,High
2024-10-23,S002,6219.02,2,10,0,0,Los Angeles,CA,West,High,High
2024-10-24,S002,6367.05,3,10,0,0,Los Angeles,CA,West,High,High
2024-10-25,S002,8062.73,4,10,0,1,Los Angeles,CA,West,High,High
2024-10-26,S002,8303.99,5,10,0,0,Los Angeles,CA,West,High,High
2024-10-27,S002,5978.24,6,10,0,0,Los Angeles,CA,West,High,High
2024-10-28,S002,4954.05,0,10,0,0,Los Angeles,CA,West,High,High
2024-10-29,S002,5890.72,1,10,0,0,Los Angeles,CA,West,High,High
2024-10-30,S002,6112.7,2,10,0,0,Los Angeles,CA,West,High,High
2024-10-31,S002,5890.31,3,10,0,0,Los Angeles,CA,West,High,High
2024-11-01,S002,8221.39,4,11,0,0,Los Angeles,CA,West,High,High
2024-11-02,S002,11749.14,5,11,0,0,Los Angeles,CA,West,High,High
2024-11-03,S002,9277.78,6,11,0,0,Los Angeles,CA,West,High,High
2024-11-04,S002,6228.51,0,11,0,0,Los Angeles,CA,West,High,High
2024-11-05,S002,6949.27,1,11,0,0,Los Angeles,CA,West,High,High
2024-11-06,S002,6271.11,2,11,0,0,Los Angeles,CA,West,High,High
2024-11-07,S002,8305.44,3,11,0,0,Los Angeles,CA,West,High,High
2024-11-08,S002,9833.86,4,11,0,0,Los Angeles,CA,West,High,High
2024-11-09,S002,9391.73,5,11,0,0,Los Angeles,CA,West,High,High
2024-11-10,S002,9701.65,6,11,0,0,Los Angeles,CA,West,High,High
2024-11-11,S002,7441.01,0,11,0,0,Los Angeles,CA,West,High,High
2024-11-12,S002,6035.06,1,11,0,0,Los Angeles,CA,West,High,High
2024-11-13,S002,10065.59,2,11,0,1,Los Angeles,CA,West,High,High
2024-11-14,S002,10684.1,3,11,0,1,Los Angeles,CA,West,High,High
2024-11-15,S002,8540.24,4,11,0,0,Los Angeles,CA,West,High,High
2024-11-16,S002,10867.08,5,11,0,0,Los Angeles,CA,West,High,High
2024-11-17,S002,10175.74,6,11,0,1,Los Angeles,CA,West,High,High
2024-11-18,S002,7615.04,0,11,0,0,Los Angeles,CA,West,High,High
2024-11-19,S002,5927.65,1,11,0,0,Los Angeles,CA,West,High,High
2024-11-20,S002,6755.37,2,11,0,0,Los Angeles,CA,West,High,High
2024-11-21,S002,8344.66,3,11,0,0,Los Angeles,CA,West,High,High
2024-11-22,S002,10155.69,4,11,0,0,Los Angeles,CA,West,High,High
2024-11-23,S002,13806.69,5,11,0,1,Los Angeles,CA,West,High,High
2024-11-24,S002,9686.85,6,11,0,0,Los Angeles,CA,West,High,High
2024-11-25,S002,9647.8,0,11,0,1,Los Angeles,CA,West,High,High
2024-11-26,S002,6058.12,1,11,0,0,Los Angeles,CA,West,High,High
2024-11-27,S002,6259.57,2,11,0,0,Los Angeles,CA,West,High,High
2024-11-28,S002,14977.29,3,11,1,1,Los Angeles,CA,West,High,High
2024-11-29,S002,15783.61,4,11,1,1,Los Angeles,CA,West,High,High
2024-11-30,S002,9642.18,5,11,0,0,Los Angeles,CA,West,High,High
2024-12-01,S002,11460.74,6,12,0,0,Los Angeles,CA,West,High,High
2024-12-02,S002,9179.49,0,12,0,0,Los Angeles,CA,West,High,High
2024-12-03,S002,8016.01,1,12,0,0,Los Angeles,CA,West,High,High
2024-12-04,S002,8144.81,2,12,0,0,Los Angeles,CA,West,High,High
2024-12-05,S002,10629.73,3,12,0,1,Los Angeles,CA,West,High,High
2024-12-06,S002,10732.67,4,12,0,0,Los Angeles,CA,West,High,High
2024-12-07,S002,11666.79,5,12,0,0,Los Angeles,CA,West,High,High
2024-12-08,S002,11590.27,6,12,0,0,Los Angeles,CA,West,High,High
2024-12-09,S002,6185.61,0,12,0,0,Los Angeles,CA,West,High,High
2024-12-10,S002,7781.08,1,12,0,0,Los Angeles,CA,West,High,High
2024-12-11,S002,7993.13,2,12,0,0,Los Angeles,CA,West,High,High
2024-12-12,S002,9989.47,3,12,0,1,Los Angeles,CA,West,High,High
2024-12-13,S002,11954.65,4,12,0,0,Los Angeles,CA,West,High,High
2024-12-14,S002,14093.7,5,12,0,0,Los Angeles,CA,West,High,High
2024-12-15,S002,12746.34,6,12,0,1,Los Angeles,CA,West,High,High
2024-12-16,S002,9264.54,0,12,0,1,Los Angeles,CA,West,High,High
2024-12-17,S002,6244.46,1,12,0,0,Los Angeles,CA,West,High,High
2024-12-18,S002,7644.22,2,12,0,0,Los Angeles,CA,West,High,High
2024-12-19,S002,9024.06,3,12,0,0,Los Angeles,CA,West,High,High
2024-12-20,S002,13549.16,4,12,0,1,Los Angeles,CA,West,High,High
2024-12-21,S002,16469.82,5,12,0,1,Los Angeles,CA,West,High,High
2024-12-22,S002,12344.53,6,12,0,0,Los Angeles,CA,West,High,High
2024-12-23,S002,7728.52,0,12,0,0,Los Angeles,CA,West,High,High
2024-12-24,S002,15462.19,1,12,1,1,Los Angeles,CA,West,High,High
2024-12-25,S002,11797.34,2,12,1,0,Los Angeles,CA,West,High,High
2024-12-26,S002,8208.07,3,12,0,1,Los Angeles,CA,West,High,High
2024-12-27,S002,9179.89,4,12,0,0,Los Angeles,CA,West,High,High
2024-12-28,S002,14784.04,5,12,0,1,Los Angeles,CA,West,High,High
2024-12-29,S002,11250.59,6,12,0,0,Los Angeles,CA,West,High,High
2024-12-30,S002,5472.45,0,12,0,0,Los Angeles,CA,West,High,High
2024-12-31,S002,15905.39,1,12,1,1,Los Angeles,CA,West,High,High
2025-01-01,S002,11734.47,2,1,1,1,Los Angeles,CA,West,High,High
2025-01-02,S002,7081.66,3,1,0,0,Los Angeles,CA,West,High,High
2025-01-03,S002,6931.8,4,1,0,0,Los Angeles,CA,West,High,High
2025-01-04,S002,8909.07,5,1,0,0,Los Angeles,CA,West,High,High
2025-01-05,S002,8783.24,6,1,0,0,Los Angeles,CA,West,High,High
2025-01-06,S002,4359.34,0,1,0,0,Los Angeles,CA,West,High,High
2025-01-07,S002,5211.99,1,1,0,0,Los Angeles,CA,West,High,High
2025-01-08,S002,5811.1,2,1,0,0,Los Angeles,CA,West,High,High
2025-01-09,S002,6493.13,3,1,0,0,Los Angeles,CA,West,High,High
2025-01-10,S002,6002.58,4,1,0,0,Los Angeles,CA,West,High,High
2025-01-11,S002,7680.48,5,1,0,0,Los Angeles,CA,West,High,High
2025-01-12,S002,10438.35,6,1,0,1,Los Angeles,CA,West,High,High
2025-01-13,S002,4855.24,0,1,0,0,Los Angeles,CA,West,High,High
2025-01-14,S002,5751.99,1,1,0,0,Los Angeles,CA,West,High,High
2025-01-15,S002,4678.6,2,1,0,0,Los Angeles,CA,West,High,High
2025-01-16,S002,6122.21,3,1,0,0,Los Angeles,CA,West,High,High
2025-01-17,S002,8848.14,4,1,0,1,Los Angeles,CA,West,High,High
2025-01-18,S002,8412.32,5,1,0,0,Los Angeles,CA,West,High,High
2025-01-19,S002,7771.89,6,1,0,0,Los Angeles,CA,West,High,High
2025-01-20,S002,8330.71,0,1,1,0,Los Angeles,CA,West,High,High
2025-01-21,S002,5373.19,1,1,0,0,Los Angeles,CA,West,High,High
2025-01-22,S002,6120.36,2,1,0,0,Los Angeles,CA,West,High,High
2025-01-23,S002,6456.55,3,1,0,0,Los Angeles,CA,West,High,High
2025-01-24,S002,7677.56,4,1,0,0,Los Angeles,CA,West,High,High
2025-01-25,S002,8000.62,5,1,0,0,Los Angeles,CA,West,High,High
2025-01-26,S002,8020.73,6,1,0,0,Los Angeles,CA,West,High,High
2025-01-27,S002,6441.5,0,1,0,0,Los Angeles,CA,West,High,High
2025-01-28,S002,4733.8,1,1,0,0,Los Angeles,CA,West,High,High
2025-01-29,S002,5528.98,2,1,0,0,Los Angeles,CA,West,High,High
2025-01-30,S002,4826.32,3,1,0,0,Los Angeles,CA,West,High,High
2025-01-31,S002,7546.21,4,1,0,0,Los Angeles,CA,West,High,High
2025-02-01,S002,9263.12,5,2,0,0,Los Angeles,CA,West,High,High
2025-02-02,S002,7510.98,6,2,0,0,Los Angeles,CA,West,High,High
2025-02-03,S002,4718.21,0,2,0,0,Los Angeles,CA,West,High,High
2025-02-04,S002,5113.88,1,2,0,0,Los Angeles,CA,West,High,High
2025-02-05,S002,4614.91,2,2,0,0,Los Angeles,CA,West,High,High
2025-02-06,S002,6938.27,3,2,0,0,Los Angeles,CA,West,High,High
2025-02-07,S002,6380.84,4,2,0,0,Los Angeles,CA,West,High,High
2025-02-08,S002,8829.61,5,2,0,0,Los Angeles,CA,West,High,High
2025-02-09,S002,8122.69,6,2,0,0,Los Angeles,CA,West,High,High
2025-02-10,S002,5312.58,0,2,0,0,Los Angeles,CA,West,High,High
2025-02-11,S002,4824.09,1,2,0,0,Los Angeles,CA,West,High,High
2025-02-12,S002,4483.81,2,2,0,0,Los Angeles,CA,West,High,High
2025-02-13,S002,5440.03,3,2,0,0,Los Angeles,CA,West,High,High
2025-02-14,S002,7918.66,4,2,0,0,Los Angeles,CA,West,High,High
2025-02-15,S002,8333.34,5,2,0,0,Los Angeles,CA,West,High,High
2025-02-16,S002,9315.75,6,2,0,0,Los Angeles,CA,West,High,High
2025-02-17,S002,10341.78,0,2,1,1,Los Angeles,CA,West,High,High
2025-02-18,S002,4341.12,1,2,0,0,Los Angeles,CA,West,High,High
2025-02-19,S002,4549.15,2,2,0,0,Los Angeles,CA,West,High,High
2025-02-20,S002,5352.81,3,2,0,0,Los Angeles,CA,West,High,High
2025-02-21,S002,6239.29,4,2,0,0,Los Angeles,CA,West,High,High
2025-02-22,S002,8624.55,5,2,0,0,Los Angeles,CA,West,High,High
2025-02-23,S002,7131.51,6,2,0,0,Los Angeles,CA,West,High,High
2025-02-24,S002,5869.76,0,2,0,0,Los Angeles,CA,West,High,High
2025-02-25,S002,4742.95,1,2,0,0,Los Angeles,CA,West,High,High
2025-02-26,S002,5226.33,2,2,0,0,Los Angeles,CA,West,High,High
2025-02-27,S002,6000.51,3,2,0,0,Los Angeles,CA,West,High,High
2025-02-28,S002,6427.18,4,2,0,0,Los Angeles,CA,West,High,High
2025-03-01,S002,8641.3,5,3,0,0,Los Angeles,CA,West,High,High
2025-03-02,S002,8014.78,6,3,0,0,Los Angeles,CA,West,High,High
2025-03-03,S002,4910.0,0,3,0,0,Los Angeles,CA,West,High,High
2025-03-04,S002,5079.1,1,3,0,0,Los Angeles,CA,West,High,High
2025-03-05,S002,5332.77,2,3,0,0,Los Angeles,CA,West,High,High
2025-03-06,S002,6081.55,3,3,0,0,Los Angeles,CA,West,High,High
2025-03-07,S002,8889.99,4,3,0,1,Los Angeles,CA,West,High,High
2024-07-01,S003,7962.12,0,7,0,1,Chicago,IL,Midwest,High,Medium
2024-07-02,S003,4032.61,1,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-03,S003,5278.2,2,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-04,S003,8863.44,3,7,1,0,Chicago,IL,Midwest,High,Medium
2024-07-05,S003,8223.39,4,7,0,1,Chicago,IL,Midwest,High,Medium
2024-07-06,S003,7235.38,5,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-07,S003,5537.96,6,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-08,S003,5241.97,0,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-09,S003,4062.5,1,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-10,S003,4710.37,2,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-11,S003,5457.42,3,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-12,S003,6480.18,4,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-13,S003,7030.37,5,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-14,S003,6846.58,6,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-15,S003,5290.98,0,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-16,S003,4858.77,1,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-17,S003,5757.72,2,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-18,S003,6192.13,3,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-19,S003,5356.05,4,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-20,S003,9764.6,5,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-21,S003,8371.18,6,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-22,S003,6877.97,0,7,0,1,Chicago,IL,Midwest,High,Medium
2024-07-23,S003,5886.55,1,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-24,S003,5063.47,2,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-25,S003,6378.91,3,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-26,S003,6422.22,4,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-27,S003,7773.79,5,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-28,S003,6847.59,6,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-29,S003,4018.4,0,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-30,S003,4224.77,1,7,0,0,Chicago,IL,Midwest,High,Medium
2024-07-31,S003,5954.3,2,7,0,0,Chicago,IL,Midwest,High,Medium
2024-08-01,S003,4768.05,3,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-02,S003,6430.57,4,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-03,S003,7745.41,5,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-04,S003,6986.81,6,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-05,S003,5055.13,0,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-06,S003,4597.06,1,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-07,S003,4835.59,2,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-08,S003,4684.21,3,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-09,S003,6417.62,4,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-10,S003,6808.29,5,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-11,S003,7423.81,6,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-12,S003,6127.43,0,8,0,1,Chicago,IL,Midwest,High,Medium
2024-08-13,S003,4554.46,1,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-14,S003,4128.81,2,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-15,S003,5321.34,3,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-16,S003,5958.85,4,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-17,S003,7598.72,5,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-18,S003,6917.12,6,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-19,S003,4807.98,0,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-20,S003,4798.43,1,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-21,S003,4218.59,2,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-22,S003,5741.41,3,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-23,S003,5813.43,4,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-24,S003,7683.86,5,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-25,S003,7598.94,6,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-26,S003,4962.87,0,8,0,1,Chicago,IL,Midwest,High,Medium
2024-08-27,S003,4919.36,1,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-28,S003,4260.9,2,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-29,S003,5664.23,3,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-30,S003,5937.84,4,8,0,0,Chicago,IL,Midwest,High,Medium
2024-08-31,S003,8612.41,5,8,0,1,Chicago,IL,Midwest,High,Medium
2024-09-01,S003,6810.98,6,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-02,S003,9911.27,0,9,1,1,Chicago,IL,Midwest,High,Medium
2024-09-03,S003,4146.18,1,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-04,S003,3947.72,2,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-05,S003,7336.44,3,9,0,1,Chicago,IL,Midwest,High,Medium
2024-09-06,S003,6643.97,4,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-07,S003,7058.28,5,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-08,S003,7443.65,6,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-09,S003,4498.17,0,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-10,S003,4569.69,1,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-11,S003,4367.58,2,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-12,S003,4821.09,3,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-13,S003,6893.3,4,9,0,1,Chicago,IL,Midwest,High,Medium
2024-09-14,S003,9823.59,5,9,0,1,Chicago,IL,Midwest,High,Medium
2024-09-15,S003,7238.23,6,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-16,S003,4182.98,0,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-17,S003,4113.29,1,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-18,S003,3567.68,2,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-19,S003,5138.74,3,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-20,S003,6779.69,4,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-21,S003,6428.6,5,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-22,S003,5903.75,6,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-23,S003,4626.77,0,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-24,S003,4819.37,1,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-25,S003,4263.46,2,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-26,S003,5383.82,3,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-27,S003,8611.32,4,9,0,1,Chicago,IL,Midwest,High,Medium
2024-09-28,S003,6968.69,5,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-29,S003,6803.97,6,9,0,0,Chicago,IL,Midwest,High,Medium
2024-09-30,S003,4474.04,0,9,0,0,Chicago,IL,Midwest,High,Medium
2024-10-01,S003,3481.92,1,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-02,S003,5099.77,2,10,0,1,Chicago,IL,Midwest,High,Medium
2024-10-03,S003,6383.38,3,10,0,1,Chicago,IL,Midwest,High,Medium
2024-10-04,S003,8175.16,4,10,0,1,Chicago,IL,Midwest,High,Medium
2024-10-05,S003,6218.7,5,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-06,S003,7716.57,6,10,0,1,Chicago,IL,Midwest,High,Medium
2024-10-07,S003,5317.6,0,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-08,S003,4361.8,1,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-09,S003,3853.77,2,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-10,S003,4885.67,3,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-11,S003,7155.85,4,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-12,S003,7348.2,5,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-13,S003,6889.58,6,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-14,S003,4545.95,0,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-15,S003,4406.73,1,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-16,S003,4212.83,2,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-17,S003,5180.49,3,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-18,S003,5245.36,4,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-19,S003,9371.29,5,10,0,1,Chicago,IL,Midwest,High,Medium
2024-10-20,S003,7687.1,6,10,0,1,Chicago,IL,Midwest,High,Medium
2024-10-21,S003,4465.5,0,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-22,S003,4878.89,1,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-23,S003,5026.88,2,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-24,S003,5759.55,3,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-25,S003,7914.33,4,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-26,S003,7440.46,5,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-27,S003,6975.09,6,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-28,S003,3973.6,0,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-29,S003,4012.79,1,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-30,S003,4324.33,2,10,0,0,Chicago,IL,Midwest,High,Medium
2024-10-31,S003,5445.0,3,10,0,0,Chicago,IL,Midwest,High,Medium
2024-11-01,S003,9347.68,4,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-02,S003,8680.97,5,11,0,1,Chicago,IL,Midwest,High,Medium
2024-11-03,S003,7335.68,6,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-04,S003,5864.0,0,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-05,S003,4831.88,1,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-06,S003,6008.97,2,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-07,S003,6884.51,3,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-08,S003,8794.3,4,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-09,S003,9857.13,5,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-10,S003,8855.36,6,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-11,S003,6043.08,0,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-12,S003,5764.63,1,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-13,S003,6518.98,2,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-14,S003,9678.22,3,11,0,1,Chicago,IL,Midwest,High,Medium
2024-11-15,S003,8959.72,4,11,0,1,Chicago,IL,Midwest,High,Medium
2024-11-16,S003,7322.82,5,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-17,S003,10048.38,6,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-18,S003,6323.02,0,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-19,S003,7538.38,1,11,0,1,Chicago,IL,Midwest,High,Medium
2024-11-20,S003,6665.16,2,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-21,S003,5570.43,3,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-22,S003,11754.61,4,11,0,1,Chicago,IL,Midwest,High,Medium
2024-11-23,S003,11822.21,5,11,0,1,Chicago,IL,Midwest,High,Medium
2024-11-24,S003,9717.7,6,11,0,1,Chicago,IL,Midwest,High,Medium
2024-11-25,S003,6540.89,0,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-26,S003,5898.03,1,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-27,S003,5771.28,2,11,0,0,Chicago,IL,Midwest,High,Medium
2024-11-28,S003,15008.48,3,11,1,1,Chicago,IL,Midwest,High,Medium
2024-11-29,S003,15320.33,4,11,1,0,Chicago,IL,Midwest,High,Medium
2024-11-30,S003,9021.65,5,11,0,0,Chicago,IL,Midwest,High,Medium
2024-12-01,S003,12744.04,6,12,0,1,Chicago,IL,Midwest,High,Medium
2024-12-02,S003,6667.16,0,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-03,S003,5923.0,1,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-04,S003,6468.51,2,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-05,S003,5981.05,3,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-06,S003,11850.67,4,12,0,1,Chicago,IL,Midwest,High,Medium
2024-12-07,S003,10310.51,5,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-08,S003,10387.52,6,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-09,S003,7200.3,0,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-10,S003,6021.48,1,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-11,S003,6668.82,2,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-12,S003,9086.91,3,12,0,1,Chicago,IL,Midwest,High,Medium
2024-12-13,S003,8575.95,4,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-14,S003,10523.02,5,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-15,S003,10077.2,6,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-16,S003,8887.7,0,12,0,1,Chicago,IL,Midwest,High,Medium
2024-12-17,S003,6688.98,1,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-18,S003,5677.9,2,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-19,S003,7213.58,3,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-20,S003,8725.47,4,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-21,S003,10113.64,5,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-22,S003,10881.25,6,12,0,1,Chicago,IL,Midwest,High,Medium
2024-12-23,S003,5222.11,0,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-24,S003,10890.79,1,12,1,0,Chicago,IL,Midwest,High,Medium
2024-12-25,S003,9414.1,2,12,1,0,Chicago,IL,Midwest,High,Medium
2024-12-26,S003,6858.68,3,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-27,S003,8348.58,4,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-28,S003,9759.88,5,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-29,S003,7781.02,6,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-30,S003,6129.82,0,12,0,0,Chicago,IL,Midwest,High,Medium
2024-12-31,S003,12615.3,1,12,1,0,Chicago,IL,Midwest,High,Medium
2025-01-01,S003,8962.33,2,1,1,1,Chicago,IL,Midwest,High,Medium
2025-01-02,S003,6246.68,3,1,0,1,Chicago,IL,Midwest,High,Medium
2025-01-03,S003,6308.09,4,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-04,S003,8819.63,5,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-05,S003,7203.64,6,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-06,S003,4429.13,0,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-07,S003,4553.97,1,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-08,S003,5512.66,2,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-09,S003,5453.71,3,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-10,S003,6965.33,4,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-11,S003,7751.27,5,1,0,1,Chicago,IL,Midwest,High,Medium
2025-01-12,S003,5353.1,6,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-13,S003,4831.47,0,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-14,S003,4815.89,1,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-15,S003,4339.29,2,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-16,S003,4913.17,3,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-17,S003,6020.25,4,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-18,S003,6621.54,5,1,0,0,Chicago,IL,Midwest,High,Medium
2025-01-19,S003,7770.45,6,1,0,1,Chicago,IL,Midwest,High,Medium
2025-01-20,S003,11256.28,0,1,1,1,Chicago,IL,Midwest,High,Medium
