Price,Bedrooms,Bathrooms,SquareFeet,YearBuilt,GarageSpaces,LotSize,ZipCode,CrimeRate,SchoolRating
537701,4,3.0,3220,1979,1,0.54,60338,49.24,5
823541,1,3.5,3061,1923,1,0.97,74551,44.23,5
735959,4,2.0,1980,1998,1,1.2,46855,41.73,6
748541,4,1.5,4386,1949,1,0.9,16228,66.88,5
960573,2,3.0,1691,1984,1,0.9,78367,84.79,8
999684,3,3.0,2486,2013,3,1.29,30045,41.31,7
614247,4,2.5,4054,1919,3,1.88,93668,56.97,8
490564,3,3.0,2271,1942,3,1.47,86591,42.04,2
673636,5,2.5,3823,1960,2,1.86,34318,63.9,2
200392,5,3.5,3403,2018,2,0.49,68458,7.01,6
188803,2,3.5,2859,1939,1,1.23,23795,67.09,5
999684,1,3.0,840,1941,0,1.14,95184,57.47,6
999684,3,3.0,880,1980,2,1.25,64524,21.7,2
645610,4,3.0,4155,1942,0,1.8,97694,99.71,1
999684,3,2.0,4300,1968,0,0.94,31747,10.18,6
773266,5,3.0,2692,1907,3,0.84,98770,58.81,3
999684,1,1.0,2055,2022,3,1.35,57373,21.76,7
999684,4,3.5,3772,1914,2,0.11,41560,65.96,3
692261,2,1.5,3532,1951,3,0.93,21282,99.71,3
335478,5,2.5,1566,1961,1,0.99,43831,71.65,1
190376,5,1.5,2721,2022,0,0.56,73073,45.98,8
763527,2,3.0,2308,1915,2,1.63,33043,76.05,7
530785,2,2.5,3543,2022,2,0.49,75322,32.32,1
262831,4,1.0,4997,1990,2,0.99,62900,63.4,1
513367,2,3.0,2432,1978,1,1.22,30929,51.85,4
330364,3,2.0,1384,1927,3,1.79,45500,14.29,8
999684,3,3.0,3542,1983,0,1.05,11872,98.51,4
999684,1,2.5,3922,1936,1,1.57,47488,85.13,5
914013,3,3.0,3191,2008,0,1.44,77505,24.67,8
999684,2,1.5,1623,1928,2,1.13,35460,78.85,2
860797,2,2.0,3847,1958,0,0.47,22155,15.42,3
497142,5,2.0,4570,1943,1,0.29,21870,62.65,6
999684,1,3.0,1122,1927,1,1.12,13717,50.69,4
999684,4,4.0,3876,1989,1,0.77,11374,97.64,3
447577,3,2.0,4252,1982,0,1.56,31826,58.88,7
899037,3,3.5,4472,2006,2,1.46,84215,4.83,6
420247,4,1.0,3341,1902,3,0.96,23427,78.66,7
262502,3,1.5,2635,2001,2,0.43,74442,36.64,5
999684,4,1.5,4885,2022,3,1.34,99100,35.28,1
999684,4,1.5,1977,1946,3,0.51,44708,50.16,5
263200,2,1.0,3228,2022,2,0.65,34271,32.77,2
739888,2,3.0,1070,1953,2,0.53,73572,99.71,1
498331,1,2.5,3617,1913,2,0.99,26631,72.5,4
576409,2,3.0,2397,1951,2,1.69,29887,16.39,5
744310,5,3.0,4997,2000,1,1.06,35259,28.37,9
469588,5,2.5,4365,1932,0,0.82,67987,11.62,2
651406,1,3.0,887,1941,2,0.24,59630,77.18,7
484724,1,2.5,4046,1984,0,1.36,29144,47.39,1
999684,4,1.5,4997,1963,0,0.64,88191,21.2,8
815682,4,3.5,4473,1984,2,1.12,59060,94.57,3
653650,4,2.0,2512,1971,1,0.87,65092,63.86,4
426415,3,1.5,2697,1980,0,1.51,30836,54.66,4
577333,3,2.5,3236,1947,2,0.98,76904,53.3,7
986629,3,1.5,2223,1971,3,1.03,54456,10.22,1
999684,3,2.0,4997,1929,0,1.32,46380,65.42,5
410519,1,3.0,2519,2009,3,2.0,87735,37.26,3
688121,3,3.0,850,1940,0,1.54,21569,74.39,9
999684,2,1.5,3109,2003,3,1.01,41182,67.72,2
151247,3,2.0,2647,1954,1,1.06,88651,47.56,1
999684,5,3.5,3689,1970,2,0.78,31649,45.53,9
500040,4,3.0,2981,1945,0,0.55,93731,97.08,6
999684,3,4.0,4025,1926,1,0.76,37003,10.83,3
516501,4,3.5,4756,1902,2,0.64,26551,32.81,5
158208,4,3.5,3758,1925,1,1.41,33826,82.04,3
148512,4,1.0,3016,1951,1,0.48,34729,92.08,1
839886,4,3.0,3371,1970,0,1.78,61696,45.35,5
999684,5,2.5,3802,1999,3,1.47,13868,29.19,5
384692,1,2.0,1389,1946,2,1.07,51274,29.77,6
999684,4,2.5,4111,1931,3,1.06,48718,8.02,3
146189,2,3.5,3253,1911,1,0.76,42353,99.71,3
891616,4,3.0,4997,1980,1,1.21,51682,45.06,4
351061,2,1.5,4202,2012,2,1.65,40653,62.7,2
540151,2,3.0,1886,2008,0,0.68,24141,63.0,8
896820,3,2.0,4041,1988,0,0.23,21537,92.04,7
439699,4,2.5,2286,1985,3,1.44,40401,37.25,4
797710,4,2.0,4251,2022,0,1.24,37387,39.28,7
993000,1,2.5,1730,1974,0,0.46,91690,73.24,2
544286,3,3.0,1842,1986,3,0.66,16630,0.19,4
999684,2,1.5,3039,1951,0,0.6,53461,92.23,9
264053,1,4.0,840,1913,2,0.67,90314,99.36,7
807131,3,1.0,974,1938,2,0.89,54293,56.4,6
999684,3,2.0,2851,1962,0,0.92,33070,22.32,4
177429,5,3.0,3877,1965,1,0.71,23416,73.88,5
486574,4,3.0,2980,2022,2,0.65,18629,43.82,1
819323,1,2.5,840,1965,2,0.94,73444,53.41,4
683796,2,2.5,1729,2005,3,1.15,18360,55.61,6
987846,4,3.0,3887,1947,1,0.89,22011,30.37,5
600674,5,2.5,4473,1951,2,1.69,50721,59.32,5
721695,1,3.5,2327,1915,1,1.33,46069,7.19,3
744003,1,3.0,3727,1936,0,0.2,63270,0.19,3
999684,5,3.0,4253,1981,0,1.34,21227,59.81,2
811698,4,1.5,2529,1963,0,1.39,49587,79.37,4
958455,2,2.5,2370,1996,3,0.83,71720,34.54,7
558174,4,2.0,1747,1969,0,0.25,54550,32.92,3
539580,1,1.5,2217,1950,2,1.06,78305,67.96,5
749165,3,3.0,4389,2022,1,1.06,86028,48.72,5
999684,3,2.0,3880,1959,1,0.45,63651,33.02,8
760895,4,3.0,4997,2004,3,0.28,61332,58.11,5
749697,1,1.5,1985,1948,1,1.01,78881,49.5,1
999684,3,4.0,4668,1988,2,0.93,78201,13.35,9
999684,2,1.5,2474,1996,2,0.83,34807,46.19,8
772949,3,2.5,4818,1970,1,1.01,53552,54.59,6
999684,2,3.0,2678,1902,3,0.46,87902,33.95,4
627906,2,2.0,3548,1963,0,0.83,84861,75.97,4
185087,2,3.0,4464,2007,3,1.35,80976,63.24,1
409914,4,1.5,3190,1981,2,0.87,67300,41.34,4
185329,4,3.5,3681,1979,1,0.16,36951,53.17,6
672260,3,2.5,4600,1902,3,0.8,30264,38.48,5
813453,3,2.0,2904,1937,0,0.48,29121,42.86,9
999684,1,2.0,840,1977,1,1.2,94351,43.92,7
999684,3,3.0,4997,1977,0,1.23,60539,0.19,8
741624,3,2.0,2502,2006,2,0.16,40311,50.11,7
999684,5,2.0,3968,1957,0,1.47,52397,58.49,6
177129,1,2.5,3726,1977,2,0.46,29749,99.71,6
808842,5,1.5,3053,1963,1,1.9,39218,61.98,1
960250,4,4.0,2218,1927,1,1.03,91069,30.52,4
195880,3,2.0,3365,1902,2,0.39,61591,2.08,1
999684,5,3.0,1639,1978,1,0.44,54133,18.91,2
992226,4,2.5,3077,1969,0,1.25,54867,34.95,8
612712,4,1.5,3713,1940,3,0.85,11316,35.46,2
875884,3,2.5,2740,1904,1,1.01,47972,42.48,2
999684,5,3.0,1937,1985,0,1.93,96924,37.74,6
983091,5,2.5,4997,1953,1,0.68,89048,42.67,5
921763,2,3.5,2828,1983,0,1.09,76220,37.16,6
768287,1,3.5,4054,2022,2,1.83,87271,49.85,9
432269,3,3.5,2752,1902,2,1.21,52635,23.31,7
912814,2,2.0,1655,1937,2,0.19,61265,13.08,1
491364,3,1.5,3384,1955,1,1.33,60109,42.47,8
902696,5,2.0,3521,2015,1,0.43,58797,61.81,5
496694,2,2.5,1299,1904,1,1.82,18079,17.1,6
999684,3,3.0,4816,2022,1,0.62,70887,32.78,1
888699,3,1.0,2320,1967,2,2.0,32412,45.11,6
963326,4,2.5,1225,1959,2,1.85,45862,44.42,2
633466,1,2.5,3931,1955,2,0.63,94727,70.99,7
580611,2,2.0,2103,1947,2,1.07,24821,76.38,3
420092,3,3.5,2337,2000,2,1.47,83118,55.71,7
473596,5,3.0,1672,1924,2,1.48,84548,84.14,2
999684,2,3.5,4649,1975,2,1.3,43655,38.7,1
838066,1,2.5,840,1949,3,1.74,54688,73.51,4
442840,4,3.5,3490,1935,1,0.99,64576,31.67,6
999684,2,4.0,3793,2022,1,0.86,90066,57.84,2
999684,1,3.5,2850,1978,0,0.87,95913,67.86,6
979457,2,1.5,2633,1985,2,1.52,62236,50.94,7
999684,3,2.0,1032,2003,0,1.26,55221,21.54,2
429844,2,2.0,1738,1911,2,1.22,97189,1.17,6
327887,1,3.0,2571,2022,1,1.49,95916,65.35,7
148448,4,3.0,2481,1902,3,0.11,76092,41.46,5
999684,5,1.5,4021,1935,1,1.23,64445,43.48,5
990437,4,2.5,4234,1946,1,1.18,18900,92.51,1
854349,1,1.0,3495,1983,3,1.96,43485,22.08,6
785954,3,3.5,1600,1970,3,0.23,23891,70.63,5
418812,3,2.0,4997,1956,1,1.9,25014,28.08,6
999684,4,2.5,4336,1962,2,1.1,82083,44.22,9
840657,4,2.0,3418,1927,2,1.32,47964,18.06,5
852430,2,3.5,4004,1909,2,1.96,61171,27.88,6
999684,3,1.0,4997,1989,1,1.36,54739,61.22,9
870265,4,2.5,1704,1987,3,1.28,95799,86.57,5
940138,5,2.5,3510,2020,0,1.19,94856,61.51,3
397679,4,2.0,1208,1934,1,0.8,53374,58.13,6
968589,4,4.0,3650,1987,2,1.04,49459,99.71,3
999684,3,1.5,3498,1952,2,0.67,17045,65.46,8
999684,5,3.0,3732,2005,3,1.04,53255,22.44,6
999684,4,3.0,2640,1999,3,0.11,61965,0.86,3
461815,2,3.5,840,1970,1,1.29,11237,60.24,2
459573,5,2.0,4224,1950,3,0.99,62195,8.83,6
939248,4,2.0,4997,1997,1,0.88,46326,20.49,6
722300,2,3.5,1999,1986,3,1.18,15293,58.05,2
999684,2,3.0,3229,1938,3,0.29,35274,79.26,7
140191,3,1.0,1192,1915,3,2.0,29237,41.09,7
999684,4,2.0,3966,1952,2,1.0,88347,14.6,6
788145,3,3.0,2593,2017,1,0.98,28229,45.1,7
587280,3,3.0,2153,2004,0,0.54,88847,41.49,2
353197,5,2.0,2871,1922,2,1.07,98576,52.71,3
164649,5,1.0,3309,1920,0,1.81,66718,14.7,4
999684,3,3.0,3519,2008,1,1.62,78718,25.22,3
685986,4,1.5,1855,1922,0,1.52,59615,78.79,6
273201,1,1.0,1873,1981,1,1.36,81296,71.24,7
265890,4,1.0,3371,1940,1,0.87,82796,82.83,3
690626,5,3.0,2467,2021,2,0.28,11915,0.19,3
999684,3,2.5,4997,1935,1,0.95,84651,23.81,7
600913,2,2.5,1686,2004,3,0.93,62774,77.85,2
183593,2,3.5,1906,1969,1,1.63,17076,66.37,4
561027,1,3.0,1179,1972,1,1.23,90350,61.05,2
693518,2,4.0,4649,1902,2,1.93,43083,38.89,4
149629,2,1.0,3364,1902,3,1.71,63918,31.47,1
693521,1,2.5,1229,1955,2,0.81,14793,50.25,9
833796,3,1.0,4382,1971,1,0.11,60528,36.41,8
989711,4,2.5,3660,1922,0,1.81,76798,64.52,3
999684,2,2.0,3011,1923,1,1.79,19319,50.39,6
999684,5,3.0,3368,1983,2,0.32,23194,21.36,1
687442,4,2.5,2526,1983,1,1.87,29309,67.6,7
353844,4,3.0,3823,1958,0,1.27,68396,85.43,3
999684,2,3.0,2054,1991,1,1.15,36998,87.35,8
874876,4,4.0,4997,1920,3,1.93,13468,68.71,6
618881,1,2.0,840,1950,3,1.79,22651,69.1,4
993863,4,1.5,4997,2022,1,1.41,30405,15.89,4
875675,3,2.5,2930,1965,2,1.32,24482,29.99,5
756155,4,2.0,3777,1967,0,1.39,14409,44.47,3
653751,1,4.0,3340,2022,3,0.84,76083,66.38,8
502892,2,2.0,1953,1912,2,1.03,95443,32.04,6
953998,4,2.0,4452,1991,3,0.57,33426,40.48,8
475897,2,2.0,840,2022,0,0.88,64757,65.43,1
482249,4,3.0,2562,1951,2,0.86,24436,53.27,5
749303,1,2.5,1244,1993,2,0.72,26490,58.93,6
606985,4,2.0,1925,1927,2,1.13,62136,26.92,5
999684,1,4.0,2090,1938,3,0.89,38962,40.09,5
183892,4,1.5,3881,1976,2,1.33,39288,35.8,4
999684,4,2.5,4259,1991,1,0.18,32236,49.29,9
999684,2,3.0,2992,2003,2,1.0,24923,36.85,6
180983,4,1.0,2626,2019,1,1.13,76786,32.94,5
709598,3,3.0,3503,1960,1,0.89,65891,52.92,8
631522,2,1.5,2853,2005,0,0.97,23264,99.71,4
236731,2,3.0,3821,1950,0,0.2,77147,66.12,2
573366,1,1.5,3273,1995,1,1.25,17928,0.19,8
354361,3,3.0,3099,1970,3,1.41,44558,59.43,4
999684,1,3.5,1276,1979,2,1.33,66369,34.5,9
999684,3,3.0,2284,1978,1,1.62,76403,22.23,9
999684,3,2.5,2407,1905,2,1.17,55213,69.58,1
999210,4,2.5,3044,1922,1,1.32,13816,51.54,5
363303,3,2.0,3382,1966,2,1.14,45916,99.71,8
516176,2,4.0,3558,1902,1,1.43,57838,46.03,1
999684,4,2.0,3360,1992,2,0.21,21573,42.81,6
331694,3,1.5,3082,1994,0,0.58,53334,83.79,7
999684,3,3.0,3233,1974,1,1.92,94475,49.95,5
658543,4,2.0,2805,1922,0,0.11,75364,18.88,5
638395,1,1.5,1243,2012,1,0.98,23157,23.96,8
938975,4,1.0,1326,2022,3,1.69,19322,39.86,1
947775,4,2.0,2591,1968,1,1.01,12482,68.25,7
647394,1,2.5,2911,1981,1,0.84,45867,85.94,6
999684,3,2.5,2224,1970,2,1.13,89211,72.41,9
354204,3,3.5,2779,1982,3,0.87,87271,65.67,3
999684,3,3.0,3619,1958,1,1.08,89386,80.9,9
974940,3,2.5,3684,1961,2,0.69,16732,67.2,1
674931,5,2.5,2491,1995,0,1.66,50753,23.32,4
999684,5,3.0,4968,2022,3,1.83,44422,42.96,2
310008,1,3.5,3691,1912,3,0.99,86964,34.49,7
979181,4,2.5,2073,1959,2,0.31,66284,85.66,3
709588,5,2.0,2796,1920,0,0.78,21311,21.84,8
694237,4,1.5,4841,2020,1,0.96,79269,22.4,1
999684,5,1.0,3603,1941,2,1.33,49579,54.21,4
427213,5,3.0,1566,1911,1,0.52,83878,99.71,9
213546,4,3.0,1751,1985,3,0.64,86000,70.48,3
202768,3,3.0,2765,2022,2,1.34,58514,79.31,8
999684,4,2.5,2033,1986,1,1.57,55311,17.46,7
265135,3,3.5,2569,1970,2,0.72,20300,68.57,2
999684,3,2.0,3101,1977,1,0.34,75375,17.33,6
212952,2,3.5,4449,2013,1,2.0,44563,70.36,9
999684,5,2.5,3432,1931,1,1.48,58960,4.1,4
903861,2,2.0,3984,1958,3,0.92,89244,39.56,3
900248,5,3.0,4997,1946,3,1.53,38090,0.19,6
638948,4,3.0,4997,1920,0,0.99,26328,23.85,5
869432,1,3.0,2686,1951,0,1.53,36654,8.31,1
687492,4,2.5,1208,2002,1,1.15,16214,68.07,5
999684,1,2.5,2896,1983,0,1.11,67740,52.04,4
985351,4,4.0,4671,1986,2,1.0,74949,35.86,5
808452,4,3.5,3324,1968,2,0.28,48913,52.69,1
780700,2,3.0,4649,1981,3,2.0,37552,25.4,6
731568,3,2.5,4088,1934,2,0.55,45377,58.59,1
999684,5,3.5,4456,1951,1,0.33,35734,47.08,7
184780,2,3.0,4001,1969,0,0.95,28610,99.71,8
234597,1,2.5,2744,1972,2,0.54,67607,96.35,1
999684,5,2.0,1566,1974,2,1.03,89158,76.4,9
850476,5,2.5,3183,1958,2,1.43,38875,57.74,5
814099,3,1.0,4491,1949,1,1.6,65082,61.42,8
839671,4,2.5,2457,2022,1,1.5,33226,85.05,8
926049,5,2.0,3512,1995,0,0.89,37677,57.62,1
494496,2,4.0,1458,1977,0,1.09,20298,59.39,3
588948,2,2.5,4649,1954,0,1.28,45848,32.72,9
939019,5,1.5,4997,1946,0,0.11,73654,29.53,2
404602,5,2.5,2724,1958,2,1.37,27744,46.23,6
999684,4,1.5,3596,1973,1,0.27,33434,0.19,3
135360,2,3.0,1893,1902,1,2.0,58001,48.48,3
999684,5,2.5,4512,1906,0,0.84,77262,42.35,5
999434,2,3.5,3313,1940,0,0.96,69633,74.63,9
941596,2,2.0,3673,1970,3,0.64,58917,84.58,7
999684,3,2.5,3458,1954,0,0.72,89804,99.71,2
999684,5,1.5,4997,2016,1,2.0,56745,66.0,6
936661,4,3.0,2194,1909,0,1.57,10907,53.7,1
133417,4,3.0,1380,1935,3,0.22,68602,33.02,1
329823,4,3.0,2952,2017,2,1.87,23764,19.12,6
473282,3,2.5,1192,1967,1,1.7,34409,75.64,7
795180,4,3.0,1640,1994,1,0.91,18390,48.53,9
920203,1,4.0,1152,2022,3,1.23,40172,61.55,6
446270,3,2.0,1962,1938,1,1.05,50542,49.85,5
764832,3,2.5,1924,1959,1,2.0,57324,50.61,4
499524,1,1.5,2965,1953,0,0.63,58196,55.63,7
460732,4,1.5,2817,1902,0,1.14,78901,61.47,2
221952,3,2.5,2848,1951,1,0.83,35836,76.4,3
505629,5,3.5,4845,1994,2,0.29,31663,13.84,2
260289,5,2.0,2864,1982,3,2.0,15951,66.19,4
402235,2,2.5,2389,1985,0,0.42,25175,12.23,3
999684,3,2.0,3499,1949,0,1.18,21027,69.51,3
320615,3,2.0,850,1939,1,0.12,85630,58.54,3
999684,2,2.5,840,2008,2,0.84,98617,47.11,6
999684,3,1.0,3475,1945,1,1.29,22167,48.24,8
902129,2,3.5,3291,1973,1,0.61,84305,53.26,6
481597,1,2.0,4291,1968,2,1.38,33060,80.73,4
999684,4,3.0,3609,2015,1,0.91,76556,78.18,6
642696,4,1.5,4398,1997,3,1.69,87381,74.81,5
781731,2,3.0,2471,1916,2,1.8,20485,10.56,6
999684,4,3.0,3775,1920,1,0.74,83450,65.91,5
977318,2,3.0,4649,1983,3,1.1,18802,0.19,9
999684,3,1.5,850,1960,3,1.16,43314,0.19,5
512114,4,2.5,3914,1946,3,1.39,58298,81.68,4
947107,3,1.5,4997,1999,0,1.07,29565,7.66,3
999684,4,2.0,3757,1969,3,1.16,54233,44.16,8
561511,2,3.5,4649,1964,2,0.93,95907,89.75,2
999684,3,3.0,2312,1991,3,1.12,58384,66.13,9
955766,3,2.5,3024,1949,3,1.76,62485,59.97,1
637008,2,1.5,2744,2019,3,1.41,94660,47.75,8
841199,3,3.0,850,1934,2,1.44,88253,52.94,7
999684,1,2.5,953,1986,3,1.45,72970,31.32,4
941986,2,1.0,1396,2014,3,0.98,47669,35.51,3
189559,3,3.0,4043,1913,2,1.23,36272,51.81,8
572849,3,2.5,4103,1950,0,0.47,21842,56.01,9
735954,3,3.5,3449,2004,1,1.75,74099,44.78,3
943613,3,1.5,4046,2004,2,0.11,12082,0.19,7
999684,4,1.0,3225,1956,2,1.01,63804,94.37,8
947941,4,2.5,4854,1936,0,1.68,36261,76.3,7
279925,2,2.5,2715,1997,0,0.32,96506,43.45,5
904046,1,1.0,2416,2005,1,1.28,19795,77.2,4
906491,1,1.5,2030,1921,2,0.69,55309,39.0,6
897721,2,4.0,3521,1919,3,0.86,71456,58.46,1
999684,2,2.0,2202,1971,3,1.57,30180,0.19,9
999684,2,3.0,3869,1985,3,1.17,73288,56.71,1
773691,1,2.0,996,1952,1,0.11,56335,41.22,3
669490,2,1.0,1393,1987,0,0.53,43268,55.6,4
157224,3,2.5,3883,1937,1,1.59,76551,98.55,2
839232,4,2.0,3315,1902,1,1.3,34489,48.8,2
854043,2,2.0,2163,1947,1,2.0,69398,36.15,9
999684,2,2.5,3766,1965,2,1.97,64470,36.47,9
295159,2,2.5,1980,1953,2,0.88,87402,8.55,9
348590,3,2.5,2824,1921,2,2.0,90808,60.96,7
999684,2,1.5,4374,1902,1,1.07,42161,64.71,9
850627,4,3.0,4997,1944,0,0.54,77635,51.2,4
999684,1,1.0,4222,1995,1,0.72,81922,75.8,4
787268,2,1.0,2368,2008,2,0.11,80874,76.08,5
999684,3,3.0,4531,2005,3,1.93,70361,51.33,9
999684,3,3.0,1930,1933,1,1.92,83836,66.18,7
545937,5,2.5,2697,1921,2,0.51,70766,99.71,9
715146,3,1.0,850,1980,2,0.94,31400,25.65,5
646509,2,2.0,4649,1985,2,1.11,34641,71.58,1
560897,3,2.0,2032,1977,3,0.54,62233,51.82,3
578677,1,1.0,2196,1902,1,0.11,79833,79.43,8
764512,3,2.0,1976,1931,1,0.95,29332,26.48,4
621318,2,3.0,3534,1961,1,0.89,25201,55.09,5
999684,4,3.5,2972,1980,1,0.85,55382,29.75,6
438048,2,2.0,1148,1990,2,1.18,56129,0.19,9
748875,3,3.0,3589,1968,1,1.83,43808,89.75,7
551158,2,1.0,994,1974,2,0.9,88346,36.81,7
999684,5,3.0,2779,1966,1,1.15,83524,25.06,6
725318,3,2.0,850,1987,2,1.45,66625,32.71,3
999684,5,2.5,2080,1974,1,1.36,50327,99.71,6
231401,4,2.0,3633,1965,1,0.73,29579,87.05,9
767870,4,3.5,1208,1953,2,1.11,31483,43.04,6
969336,4,1.5,1653,1965,2,1.36,10503,74.12,4
876389,4,3.0,3418,1980,2,0.45,80880,18.36,4
999684,1,2.0,1698,1972,3,1.74,18947,64.39,9
688853,3,2.5,4997,1976,0,1.83,19533,36.92,4
999684,4,2.5,4997,2011,1,0.67,57576,61.88,5
999684,3,1.5,2027,1972,0,1.16,50916,9.77,2
622033,1,2.5,3011,1939,2,1.41,56923,32.19,4
700185,3,2.5,3956,1994,0,0.77,65162,54.56,6
999684,5,2.5,3066,1913,1,1.32,90729,54.25,4
999684,5,2.5,1994,1924,1,1.15,76917,7.21,5
580868,3,3.0,3048,1975,2,0.27,17012,21.34,2
632742,4,3.5,3214,1981,1,1.31,25213,61.51,4
625802,2,1.5,2185,1918,1,0.47,37563,58.13,9
254418,1,3.0,2874,1949,3,1.57,25212,68.19,5
382149,2,1.5,1809,1941,2,0.7,70188,54.8,6
366755,5,3.0,2404,1945,1,0.97,56576,19.0,3
527110,3,3.0,3193,1996,1,1.8,20711,39.13,5
808311,3,1.0,3523,1988,3,1.33,19515,64.61,4
844711,3,2.5,1659,1962,1,0.48,30193,20.48,8
999684,5,2.0,4886,1943,1,0.51,77667,16.9,8
351913,5,2.0,1666,1914,1,0.74,12424,40.6,8
999684,5,3.5,3089,2014,1,1.27,54344,57.14,5
796712,3,2.0,2755,1984,1,1.25,73092,0.19,9
724594,3,2.0,2303,1937,0,0.6,97359,42.34,7
889895,1,2.5,1672,1988,0,0.43,69595,64.25,1
426960,5,3.0,4997,1960,1,1.21,64626,69.92,9
817513,1,2.5,1331,1952,2,0.96,19200,20.42,5
999684,3,3.5,4997,1978,1,2.0,60469,60.03,8
853333,1,3.0,2868,1936,1,1.08,33031,77.93,2
851954,2,1.0,2814,1950,3,2.0,13216,66.79,5
999684,2,2.0,3273,1967,3,0.43,55594,37.46,7
632850,2,2.0,4649,1945,1,0.21,10016,0.19,6
527951,2,3.0,1519,1987,1,0.46,36378,55.35,5
459913,2,1.0,1368,2022,1,1.7,41734,94.77,1
496491,4,4.0,2520,1935,2,2.0,88886,73.04,3
433255,1,3.0,2385,1903,1,0.64,24450,71.04,2
879273,3,2.5,1004,1902,1,0.81,11473,54.17,1
999684,5,3.5,3805,1957,1,0.43,35525,75.14,3
654218,2,4.0,4649,1939,1,0.11,38572,58.05,9
512769,2,3.0,2885,1970,2,1.45,52028,0.19,8
895254,3,3.5,2713,1967,0,1.18,47079,74.99,3
527286,5,2.5,3041,1905,3,1.07,68967,24.53,4
999401,3,2.5,4134,1902,1,0.3,62047,51.26,4
798320,2,2.0,1719,1973,1,1.95,40110,70.6,7
243825,4,1.5,4997,1967,0,0.79,11946,27.75,6
999684,1,2.0,4291,1947,1,1.35,31943,20.95,3
999684,4,1.5,3727,1903,1,0.27,25740,63.06,4
630112,4,2.5,3407,1979,1,0.96,84712,17.26,8
805981,3,1.0,4292,2008,3,1.22,54651,43.77,9
918881,2,2.5,4011,1973,2,1.24,47269,81.81,3
749252,2,2.5,1743,1932,1,1.14,87154,96.15,5
999684,4,2.5,2792,1964,1,1.33,48682,0.19,5
999684,5,2.0,2201,1913,2,0.45,34601,43.02,5
782303,2,4.0,3193,2001,3,1.17,42850,85.88,8
531559,4,3.5,4216,1965,2,1.12,51132,37.86,5
199707,1,1.5,840,1902,2,1.19,60150,72.12,9
474952,2,2.5,2161,1952,2,1.1,15804,74.29,8
681203,3,2.0,1455,1979,3,0.37,95061,31.73,3
999684,2,1.5,1632,1951,0,0.35,62034,61.66,5
555230,2,1.5,3362,1953,2,0.11,55061,63.41,2
705754,2,3.0,1829,1918,3,1.5,37419,75.52,4
847606,3,2.0,2704,1983,0,1.51,33746,2.53,7
999684,3,3.5,1121,1939,1,1.52,88348,86.54,6
999684,1,3.5,2570,1902,1,1.23,77581,69.09,9
524456,1,3.5,2294,1949,1,0.11,35336,16.78,2
572247,2,1.5,1835,1998,1,0.51,55952,45.64,5
999684,4,3.0,3195,1949,2,1.15,57143,73.44,4
999684,1,3.0,2562,2022,2,1.13,97204,18.31,4
999684,2,2.0,1732,1978,3,0.94,69379,22.7,5
829996,2,2.0,943,1975,1,1.26,44320,49.86,3
792782,5,4.0,4997,1958,1,1.07,46516,36.76,8
981919,2,2.5,1949,1960,3,1.13,69789,56.54,9
999684,4,3.0,3305,1953,2,0.71,81114,73.01,1
999684,3,1.5,4268,1952,2,1.59,71240,57.16,9
999684,1,1.5,4291,1982,2,0.83,51798,49.02,9
999684,4,2.0,1936,1929,1,0.34,96615,73.14,6
999684,3,2.5,3599,1924,2,0.64,65920,46.3,3
999684,4,1.5,2576,1922,1,0.87,76473,27.85,4
999684,5,2.5,3136,2022,2,1.6,75326,82.58,4
695096,1,1.0,1487,1982,0,1.04,83131,0.19,6
800867,5,1.5,2436,1973,1,0.96,10424,51.16,4
999684,3,3.0,3013,1924,1,0.39,73874,38.86,5
416281,3,3.0,1303,1985,1,1.48,13051,22.75,3
982436,3,2.0,4192,1958,0,0.71,69481,57.92,4
610193,2,1.5,2770,1970,1,1.01,73872,62.56,4
783291,2,1.5,3208,1927,0,1.86,87774,25.45,5
999684,3,2.0,2506,1968,2,1.33,37786,9.13,1
779253,1,3.0,1908,1947,1,0.18,78230,11.72,4
776993,4,3.5,3764,1935,0,0.11,79131,99.71,5
227844,2,2.0,1316,1989,1,1.03,11267,99.71,6
959624,1,1.5,1919,1907,2,0.41,75957,50.17,9
989613,2,2.5,1679,1983,1,1.41,72645,9.83,5
999684,5,1.5,2716,1987,1,1.08,29650,45.14,2
550180,2,2.0,840,1931,1,1.15,17017,0.19,5
899798,3,3.5,4660,1933,2,0.68,19849,58.38,3
785795,2,3.0,1885,1954,0,2.0,99049,20.7,3
999684,4,2.5,4808,1973,2,2.0,72453,14.48,4
805399,4,1.5,4696,1957,1,0.91,59117,77.47,4
816983,5,2.5,2244,1978,1,1.25,67247,44.88,2
960686,3,3.5,1764,2022,1,1.11,54899,74.24,4
949625,4,2.0,4997,1944,1,0.92,51644,84.07,6
647117,3,3.5,4997,1902,0,0.61,77762,46.75,5
901584,5,3.5,3741,1992,1,0.47,14388,49.17,2
999684,2,4.0,3012,2022,3,0.45,77958,79.79,3
393418,4,2.5,2668,1977,0,1.28,49994,33.81,5
754640,3,3.0,3578,1923,3,0.78,84805,82.56,2
484539,3,3.5,2207,1958,1,0.11,87713,0.19,3
961166,3,3.0,850,1922,2,1.3,87568,39.11,4
173421,3,2.0,1486,1986,0,1.04,82852,54.71,3
549258,3,2.0,3088,1914,1,1.79,12843,14.63,5
